"","ID","DataElem","rowID","QuesID.13","QuesID.14","QuesID.16","QuesID.17","QuesID.18","QuesID.19","QuesID.20","QuesID.21","QuesID.21.Comments","QuesID.22","QuesID.22.Comments","QuesID.26","QuesID.27","QuesID.28","QuesID.30","QuesID.31","QuesID.32","QuesID.33","QuesID.33.Comments","QuesID.34","QuesID.35","QuesID.37","QuesID.38","QuesID.38.Comments","QuesID.39","QuesID.40","QuesID.41","QuesID.41.Comments","QuesID.42","QuesID.43","QuesID.44","QuesID.44.Comments","QuesID.45","QuesID.46","QuesID.46.Comments","QuesID.47","QuesID.47.Comments","QuesID.48","QuesID.49","QuesID.50","QuesID.50.Comments","QuesID.51","QuesID.51.Comments","QuesID.52","QuesID.52.Comments","QuesID.53","QuesID.53.Comments","QuesID.54","QuesID.54.Comments","QuesID.55","QuesID.55.Comments","Theme","Element"
"80",3,"Taxlots",5,"No","No","Active","Yes","Yes","Yes","missing","Stay","There may not be a need for a LU-LC theme, but if there is, this needs to be in it.","Recurring","","missing","75-100%","Fully implemented","missing","Well established","Internal","None","This is intrepreted satellite data. This assessment is viewed as not being needed.","Fully implemented","Fully implemented","Fully implemented","Share-aggregate existing","","Fully implemented","Fully complete","Global","","Fully complete","Public","Not Applicable","","Yes","missing","","Fully implemented","This implementation is in place at the EROS data center. There are potential improvements which, due to cost, are not being evaluated, as the current process is affordable and viewed to be effective enough.","missing","Well established","Managed","","Managed","","None","This is so widely used and so well established, it is not viewed as needed.","None","This is so widely used and so well established, it is not viewed as needed.","None","This is so widely used and so well established, it is not viewed as needed.","No data","I am not sure, but expect that previous versions of the map are archived. The map is updated with change detection, so I know the USGS archives a version of the first (2001) map and the most recently (2011, 2016) maps, but am not sure about the ones in between.","Cadastral","tax lots"
"81",32,"Groundwater Management Areas",57,"No","missing","missing","missing","missing","missing","missing","missing","","missing","","missing","missing","missing","missing","missing","missing","missing","","missing","missing","missing","missing","","missing","missing","missing","","missing","missing","missing","","missing","missing","","missing","","missing","missing","missing","","missing","","missing","","missing","","missing","","missing","","Admin Bnds","groundwater management areas"
"82",44,"Non-Attainment Areas (National Ambient Air Quality Stds)",62,"Yes","Yes","Active","Yes","Yes","No","Yes","Stay","","Inconsistent","","missing","75-100%","Desired","missing","missing","missing","Initiated","Data reviewed as a part of inclusion in OR-IRIS database; fire stations considered non-sensitive/non-secured, but police stations are not included in public version of geodatabase.","Desired","Initiated","Under development","Share-aggregate existing","","Fully implemented","Fully complete","US 50 states","","75 to <100%","Public","Not Applicable","","Yes","missing","","Desired","","missing","Under development","No process","","No process","","None","","None","","Under development","","Other","Data has been posted to DAS/GEO serrvers and is being deliverd as a webservice and downloadable data, referenced on OSDL; Data is also stored at OEM and DEQ  ","Admin Bnds","non-attainment areas (air quality)"
"83",45,"Oil Spill Geographic Response Areas",64,"Yes","No","Active","Yes","Yes","No","Yes","Stay","","No process","Status of funding is not known at present.  ODE relies upon DHS staff to prepare/maintain data...and there have been issues with updates in the recent past.","missing","75-100%","Desired","missing","missing","missing","Initiated","Data set has been publicly shared from DAS-GEO website in past.  Data was reviewed for sensitivity/privace during OR-IRIS project and not found to require access constraints.","Desired","None","None","missing","","Fully implemented","Fully complete","US 50 states","","Fully complete","Public","In progress-partial resrcs","","Yes","missing","","Fully implemented","Authority and procedures for update are well established.  Unsure as to status of documented system.","missing","None","Repeatable","","Repeatable","","Well established","","None","Metadata provides users information about data use.","None","Appraisal process is unknown to reviewer.","Other","Data has been posted to DAS/GEO servers and is being deliverd as a webservice and downloadable data, referenced on OSDL; Data is also stored at OEM and DEQ  ","Admin Bnds","oil spill geographic response areas"
"84",50,"Public Safety Response Areas",17,"Yes","No","Active","Yes","Yes","No","Yes","CC-stay","","No process","","missing","50-75%","Desired","missing","missing","missing","None","","Desired","None","None","missing","","Under development","75 to <100%","US 50 states","","75 to <100%","Public","Not Applicable","","Yes","missing","","Desired","","missing","None","No process","","No process","","None","","None","","None","","Other","Data is not current, but metadata was created for the existing dataset obtained from GEO Alpha List, and data has been posted to DAS/GEO serrvers and is being deliverd as a webservice and downloadable data, referenced on OSDL; Data is also stored at OEM and DEQ  ","Preparedness","public safety response areas"
"85",67,"Urban Growth Boundaries",50,"Yes","Yes","Active","Yes","No","No","No","CC-stay","","Inconsistent","not planned, very ad-hoc. Mostly collected by federal agencies such as NOAA or USGS","None","75-100%","Desired","missing","missing","missing","None","","Fully implemented","Under development","Well established","Alter existing","","Not OGIC","50 to <75%","Oregon (specific extents)","","25 to <50%","Public","Desired","","No","missing","","In progress-partial resrcs","","ad-hoc","Under development","Ad-hoc","","Ad-hoc","","Fully implemented","","Initiated","","Under development","","Other","unknown at this time","Admin Bnds","Urban Growth Boundaries"
"86",83,"Cities",24,"Yes","No","Active","Yes","Yes","No","Yes","Stay","","Inconsistent","","Under development","75-100%","Fully implemented","missing","Fully implemented",NA,"Fully implemented","","Fully implemented","Fully implemented","Under development","Alter existing","","Under development","25 to <50%","Global","","75 to <100%","Public","Not Applicable","","Yes","missing","","Desired","","missing","Under development","Optimized","","Optimized","","Fully implemented","","Fully implemented","","Under development","","missing","Other-unknown. Data is available on Oregon Spatial Library but not sure where source data sits","Preparedness","cities"
"87",86,"Historic Sites",66,"Yes","Yes","Other","Yes","Yes","No","No","Stay","","No process","A very old snowfall dataset exists, but is too old and not of sufficient quality to be made available as a framework dataset.  No funding is currently available to develop a new version. ","missing","No information","NA",NA,"None","missing","None","No privacy issues","Desired","None","None","missing","","Not OGIC","0%",NA,"Lower 48 states","0%","Not shared","missing","","missing","No process","","Desired","","missing","None","No process","","No process","","None","","None","","None","Dataset does not exist. ","No data","","LULC","historic sites"
"88",88,"Port facilites (air, sea, river)",15,"No","missing","missing","missing","missing","missing","missing","missing","","missing","","missing","missing","missing","missing","missing","missing","missing","","missing","missing","missing","missing","","missing","missing","missing","","missing","missing","missing","","missing","missing","","missing","","missing","missing","missing","","missing","","missing","","missing","","missing","","missing","","Preparedness","port facilities (air, sea, river)"
"89",89,"Health Care Facilities",79,"Yes","Yes","Other","Yes","Yes","No","No","Stay","","Exists-adequate","Funding for this dataset is to support a password-protected client web page.","missing","75-100%","Fully implemented","missing","Well established","Internal","None","There are no privacy concerns","Desired","Fully implemented","Well established",NA,"Creating gridded data based on existing point weather data","Not OGIC","Fully complete",NA,"Lower 48 states","Fully complete","Public","Desired","","No","missing","","Desired","","missing","Well established","Ad-hoc","","Ad-hoc","","Fully implemented","","Fully implemented","Yes, but use is by a limited group (USDA RMA) - not publicly available at this time. ","Fully implemented","","Local","OSU ","Preparedness","health care facilities"
"90",90,"Stadiums",71,"Yes","No","Active","Yes","Yes","No","Yes","Stay","","No process","Dataset does not currently exist, and has no identified source/steward.    Federal data only shows 3 venues in Oregon","missing","No information","Desired","missing","missing","missing","None","","Desired","None","None","missing","","Not OGIC","0%","US 50 states","","0%","Public","Desired","","No","missing","","Desired","","missing","None","No process","","No process","","None","","None","","None","","No data","","Preparedness","stadiums"
"91",91,"dam facilities",22,"Yes","Yes","Active","Yes","Yes","No","Yes","Stay","","No process","Cooperation for collection, sharing, and maintenance of this element is challenging.","missing","Best available","Desired","missing","missing","missing","None","Collaborators have differing views","Desired","None","None","missing","","Not OGIC","50 to <75%","US 50 states","","25 to <50%","Public","Desired","","No","missing","","Desired","","missing","None","No process","","No process","","None","","None","","None","","No data","","Preparedness","dam facilities"
"92",92,"Commercial Key Assets",41,"Yes","Yes","Active","Yes","Yes","No","Yes","Stay","","Inconsistent","The WBD is complete to 1:24,000-scale and has been improved to lidar-derived elevation data in conjunction with NHD geometry updates to the same base.","missing","75-100%","Fully implemented","missing","Well established",NA,"None","It is not necessary since sensitive, private, and/or confidential data are not components of the WBD.","Fully implemented","None","Well established","Share-aggregate existing","","Fully implemented","Fully complete","Global","","Fully complete","Public","Not Applicable","","Yes","missing","","Fully implemented","At the PNW Hydro group web site:  https://www.pnwhf.org/water-bound-dataset.aspx .","missing","Well established","Defined","It was a part of the U.S.G.S. 2006-2008 certification process and any ongoing edits which are carried out by trained editors using U.S.G.S. tools.","Defined","The WBD has six levels of basins and watersheds that nest within themselves according to the WBD standard.  The NHD is tiled by the 8-digit hydrologic units.","None","","None","","None","","Other","U.S. Geological Survey, Lakewood, Colorado.","Preparedness","commercial key assets"
"93",94,"Road centerlines",30,"Yes","No","Active","Yes","Yes","No","No","Stay","","Inconsistent","Agency funding (limited) falls under the general umbrella of enterprise data development / maintenance and is not sufficient to adequately maintain and further develop these data. Occasional Framework data development funds have been awarded to ODFW for the development and maintenance of these data. ","Well established","75-100%","Fully implemented","missing","Progressing","Internal","None","Sensitive data generally don't make it into this dataset","In progress-partial resrcs","Well established","Progressing","Purchase","","Fully implemented","50 to <75%","Oregon (all)","","50 to <75%","Public","Not Applicable","","No","missing","","Planned-no resrcs","","single","Progressing","Defined","","Ad-hoc","","None","While the dataset likely meets many users needs, we do not have a process in place to determine if it meets user needs.","Under development","attributes describe horizontal accuracy or whether barrier was removed. Revision date identified last edit and metadata captures limitations with currency, accuracy and comprehensiveness.","Under development","","Other","Backed up as part of ODFW's corporate data backup strategy","Transportation","road centerlines"
