"","ID.x","DataElem","Theme","QuesID","Response","MaturityVar","PointValue","PtVal_int","ID.y","unite.","VarID","VarID.condnsd","VarName","Field.Question","Drop"
"314",177,"Temperature - monthly and annual normals","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"315",178,"temperature - mean first/last 32 deg F dates","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"316",179,"snowfall - monthly & annual","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"317",180,"snow water equivalent","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"318",181,"temperature - historic daily max &min","Climate",33,"Under development",1,"1",1,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"319",183,"soil freeze depth","Climate",33,"Fully implemented",1,"5",5,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"320",184,"temperature ranges","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"321",185,"wind flow - monthly","Climate",33,"Fully implemented",1,"5",5,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"322",186,"solar radiation - monthly average","Climate",33,"Initiated",1,"2",2,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"323",187,"cloud cover - monthly average","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"324",197,"Emergency Reference Data Stations","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"325",198,"Evacuation Routes","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"326",199,"Monuments/Icons","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"327",200,"Public Safety Station Locations","Preparedness",33,"Well established",1,"4",4,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"328",207,"Schools","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"329",210,"commercial datasets","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"330",211,"fog occurrence in western Oregon","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"331",212,"precipitation - historic monthly","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"332",222,"Emergency Facilities","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"333",224,"State Police Operations","Preparedness",33,"Well established",1,"4",4,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"334",224,"State Police Post Boundaries","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"335",228,"temperature - historic monthly max & min","Climate",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"336",240,"Elevation Bands","Elevation",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"337",243,"Correctional Facilities","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"338",254,"Naturally Occurring Hazardous Materials","Hazards",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"339",273,"fish passage barriers","Bioscience",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"340",278,"stream gages","Hydrography",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"341",3,"Taxlots","Cadastral",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"342",44,"Non-Attainment Areas (National Ambient Air Quality Stds)","Admin Bnds",33,"Initiated",1,"2",2,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"343",45,"Oil Spill Geographic Response Areas","Admin Bnds",33,"Initiated",1,"2",2,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"344",50,"Public Safety Response Areas","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"345",67,"Urban Growth Boundaries","Admin Bnds",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"346",83,"Cities","Preparedness",33,"Fully implemented",1,"5",5,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"347",86,"Historic Sites","LULC",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"348",89,"Health Care Facilities","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"349",90,"Stadiums","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"350",91,"dam facilities","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"351",92,"Commercial Key Assets","Preparedness",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"352",94,"Road centerlines","Transportation",33,"None",1,"0",0,541,1,113,76,"EvalSensPrivConf","QID 013 Has an assessment been done to evaluate the sensitivity, privacy, and confidentiality of this dataset?",0
"353",10,"City & County Comprehensive Plans","Admin Bnds",34,"Planned-no resrcs",1,"1",1,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"354",101,"Oregon Zoning","Admin Bnds",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"355",108,"Military Facilities","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"356",11,"City Limits","Admin Bnds",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"357",114,"0.5-meter DOQs","Imagery",34,"Planned-resrcs avail",1,"2",2,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"358",115,"1-meter DOQs","Imagery",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"359",118,"Digital evelation models","Elevation",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"360",119,"Elevation Contours","Elevation",34,"In progress-partial resrcs",1,"3",3,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"361",121,"Aspect","Elevation",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"362",122,"bathymetry","Elevation",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"363",122,"Nearshore and Estuarine Bathymetry","Elevation",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"364",123,"watercourses","Hydrography",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"365",124,"water bodies","Hydrography",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"366",125,"Water body shorelines","Hydrography",34,"Planned-no resrcs",1,"1",1,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"367",127,"hydrologic units (1st-6th fields)","Hydrography",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"368",128,"water supply & transmission facilities","Utilities",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"369",129,"electric generation & transmission facilities","Utilities",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"370",13,"air quality maintenance areas","Admin Bnds",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"371",13,"Vehicle Inspection Areas","Admin Bnds",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"372",139,"Aquatic Habitat","Bioscience",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"373",140,"anadromous fish abundance","Bioscience",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"374",140,"Anadromous Fish Abundance","Bioscience",34,"Planned-no resrcs",1,"1",1,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"375",141,"Geology","Geoscience",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"376",142,"Soil","Geoscience",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"377",143,"Geomorphology","Geoscience",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"378",145,"anadromous fish habitat distributions","Bioscience",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"379",146,"Existing Vegetation","Bioscience",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"380",146,"Wildlife Habitats","Bioscience",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"381",149,"Wildlife Species Habitat Suitability maps","Bioscience",34,"Planned-no resrcs",1,"1",1,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"382",150,"fish stock status","Bioscience",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"383",151,"hatchery release locations","Bioscience",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"384",158,"Land Use","LULC",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"385",162,"Debris Flow Hazard Zone","Hazards",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"386",164,"hazards/earthquake hazard","Hazards",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"387",167,"Tsunami inundation zone","Hazards",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"388",172,"Hazardous Materials Sites","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"389",174,"precipitation - 24-hour intensity","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"390",177,"Temperature - monthly and annual normals","Climate",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"391",178,"temperature - mean first/last 32 deg F dates","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"392",179,"snowfall - monthly & annual","Climate",34,"In progress-full resrcs",1,"4",4,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"393",180,"snow water equivalent","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"394",181,"temperature - historic daily max &min","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"395",183,"soil freeze depth","Climate",34,"Planned-no resrcs",1,"1",1,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"396",184,"temperature ranges","Climate",34,"In progress-partial resrcs",1,"3",3,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"397",185,"wind flow - monthly","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"398",186,"solar radiation - monthly average","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"399",187,"cloud cover - monthly average","Climate",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"400",197,"Emergency Reference Data Stations","Preparedness",34,"Planned-no resrcs",1,"1",1,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"401",198,"Evacuation Routes","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"402",199,"Monuments/Icons","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"403",200,"Public Safety Station Locations","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"404",207,"Schools","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"405",210,"commercial datasets","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"406",211,"fog occurrence in western Oregon","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"407",212,"precipitation - historic monthly","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"408",222,"Emergency Facilities","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"409",224,"State Police Operations","Preparedness",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"410",224,"State Police Post Boundaries","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"411",228,"temperature - historic monthly max & min","Climate",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"412",240,"Elevation Bands","Elevation",34,"Planned-no resrcs",1,"1",1,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"413",243,"Correctional Facilities","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"414",254,"Naturally Occurring Hazardous Materials","Hazards",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"415",273,"fish passage barriers","Bioscience",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"416",278,"stream gages","Hydrography",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"417",3,"Taxlots","Cadastral",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"418",44,"Non-Attainment Areas (National Ambient Air Quality Stds)","Admin Bnds",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"419",45,"Oil Spill Geographic Response Areas","Admin Bnds",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"420",50,"Public Safety Response Areas","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"421",67,"Urban Growth Boundaries","Admin Bnds",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"422",83,"Cities","Preparedness",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"423",86,"Historic Sites","LULC",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"424",89,"Health Care Facilities","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"425",90,"Stadiums","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"426",91,"dam facilities","Preparedness",34,"Desired",1,"0",0,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"427",92,"Commercial Key Assets","Preparedness",34,"Fully implemented",1,"5",5,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"428",94,"Road centerlines","Transportation",34,"In progress-partial resrcs",1,"3",3,551,1,120,78,"BusCase","QID 101 Is there a business case, business requirements, or similar document for this data element?",0
"429",10,"City & County Comprehensive Plans","Admin Bnds",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"430",101,"Oregon Zoning","Admin Bnds",35,"Well established",1,"4",4,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"431",108,"Military Facilities","Preparedness",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"432",11,"City Limits","Admin Bnds",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"433",114,"0.5-meter DOQs","Imagery",35,"Initiated",1,"2",2,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"434",115,"1-meter DOQs","Imagery",35,"Fully implemented",1,"5",5,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"435",118,"Digital evelation models","Elevation",35,"Fully implemented",1,"5",5,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"436",119,"Elevation Contours","Elevation",35,"Progressing",1,"3",3,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"437",121,"Aspect","Elevation",35,"Fully implemented",1,"5",5,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"438",122,"bathymetry","Elevation",35,"Progressing",1,"3",3,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"439",122,"Nearshore and Estuarine Bathymetry","Elevation",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"440",123,"watercourses","Hydrography",35,"Fully implemented",1,"5",5,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"441",124,"water bodies","Hydrography",35,"Fully implemented",1,"5",5,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"442",125,"Water body shorelines","Hydrography",35,"Under development",1,"1",1,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"443",127,"hydrologic units (1st-6th fields)","Hydrography",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"444",128,"water supply & transmission facilities","Utilities",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"445",129,"electric generation & transmission facilities","Utilities",35,"Fully implemented",1,"5",5,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"446",13,"air quality maintenance areas","Admin Bnds",35,"Initiated",1,"2",2,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"447",13,"Vehicle Inspection Areas","Admin Bnds",35,"Well established",1,"4",4,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"448",139,"Aquatic Habitat","Bioscience",35,"Under development",1,"1",1,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"449",140,"anadromous fish abundance","Bioscience",35,"Well established",1,"4",4,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"450",140,"Anadromous Fish Abundance","Bioscience",35,"Initiated",1,"2",2,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"451",141,"Geology","Geoscience",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"452",142,"Soil","Geoscience",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"453",143,"Geomorphology","Geoscience",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"454",145,"anadromous fish habitat distributions","Bioscience",35,"Progressing",1,"3",3,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"455",146,"Existing Vegetation","Bioscience",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"456",146,"Wildlife Habitats","Bioscience",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"457",149,"Wildlife Species Habitat Suitability maps","Bioscience",35,"Well established",1,"4",4,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"458",150,"fish stock status","Bioscience",35,"None",1,"0",0,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"459",151,"hatchery release locations","Bioscience",35,"Fully implemented",1,"5",5,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"460",158,"Land Use","LULC",35,"Fully implemented",1,"5",5,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
"461",162,"Debris Flow Hazard Zone","Hazards",35,"Well established",1,"4",4,601,1,126,79,"EvalRedndcy","QID 016 Has an assessment been done to determine if data meeting data element requirements already exists from other sources (either within or outside Oregon?s GIS Framework) before collecting or acquiring new data?",0
